path,sha256,tokens
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/seed-42/communities.csv,63f8be69d2a839d55d1efba43eb9ada3a0605dc007ef81bc83abeef4f381e0ef,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/seed-43/communities.csv,353f72ed0acc93886a77a2f3de06951529e6e775564fd57f99da35347c3d08f3,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/seed-44/communities.csv,c1d5b05637c501d4061d63b863b4b1593ddd4dc2be047afb050085c594d171ed,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/comparator-10000/communities.csv,d114f737f10a33e83164cff482aa97fd46649d73825e34d3c46c5b688cc3fb4f,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/edge_removal-10000/communities.csv,836c3e0e9454a546345de0e89ad04302fda48adf458fa7d6c3afcef2f82f135d,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/vocabulary_subsample-10000/communities.csv,1b7fbe501eadaf8ce697ed329c254af90c07c8ceeb1a88fd5de2ecb75263886b,9842
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/comparator-10001/communities.csv,b2bc0a27a063356d1f8e758b17b5cd0a6497574de1af53712b959b5942a722b1,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/edge_removal-10001/communities.csv,0bca579d8ae13d03f4140544889eb512728415114f53fbbe34bf4fc148c4bd21,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/vocabulary_subsample-10001/communities.csv,2f134cbae35267033c78980d24ccc2262e305fa029c5aad20e2a210c7ba039fc,9842
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/comparator-10002/communities.csv,adcaf863c758eb9c2823f6522cbfeae4aa7a7eb939f65a894d2e964a69b44e09,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/edge_removal-10002/communities.csv,bf097a49201abe4cfebea32dedd184fbce779d209a4aee4afb68fe3605e1afc8,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/vocabulary_subsample-10002/communities.csv,1855e750cd81e26e140e4e4ec51cc402b382d917a07d0bd2b5e4e1dde76e8a0a,9842
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/comparator-10003/communities.csv,8985cde6233b13b519a1c6978b78e04d94862a60498056494942a4fe3ee9b8dd,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/edge_removal-10003/communities.csv,0b1c346ee145fa4cda16da7342479c86c1beb62275b3f570c4c71c15d2fd90ec,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/vocabulary_subsample-10003/communities.csv,d629dc1f99ac489c3eda1c9ca67fbed11793fc17f111cec16e8ba282846f9093,9842
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/comparator-10004/communities.csv,fcb8aa1ba6cbc39d87209933882a710319abf90ed54d2c52cce7fe3e87164c65,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/edge_removal-10004/communities.csv,108fe12a64d91cfe9565e16b87ad106886ae58847cffcba1a0957960eb7834b6,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/vocabulary_subsample-10004/communities.csv,f67fba132f505a1bca6b4a86c7d1144ecf9b4cf886ab512c6df47cdcff7e793c,9842
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/comparator-10005/communities.csv,bc93e7d4dc9cdd7856e291573433139ed6ba8d594f21ce0c42734e3d0891e92e,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/edge_removal-10005/communities.csv,095a10b9aba9a81978250449f60876d6113d91368fb86e4db4341b804ee8c2c8,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/vocabulary_subsample-10005/communities.csv,f801e86cdcd50129c8f18246fcf1ef5a083d5964593246c82e0f7460bfcac288,9842
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/comparator-10006/communities.csv,e09f02eca692101ee25d4e7d173fed175a21dfd39b7a06a69145e55247d200ca,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/edge_removal-10006/communities.csv,c26bd361e46176d517f9ddf963bd693233254e3146b59ccc5608e0db55293624,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/vocabulary_subsample-10006/communities.csv,857b5afddda644360ed0ec8e6e951a9d8dd2477702f38d8e9b037ab1f135bb88,9842
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/comparator-10007/communities.csv,c2d663ff4f599d8159a299da5722d33d70d3107af8cfb344ebbfd442f9130664,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/edge_removal-10007/communities.csv,81f0864347ff3d4881e45883974deec6ef63c18dc0a9b08efe03dd52313b1cae,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/vocabulary_subsample-10007/communities.csv,82943b525658d3e9894a81b65eb14feb14445ccf95b8411363b8cc5b5ccae602,9842
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/comparator-10008/communities.csv,b9598576953f701521424f91f526836ba391bb6f3ee6c58740d03f0e4a452397,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/edge_removal-10008/communities.csv,728628bb3342bf3461498854cc18bc403da0f9bb7fa18fedfff218a8377fff95,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/vocabulary_subsample-10008/communities.csv,f08617a655ff4a1588d9e6401a946b297f3046c1f15c47dda0acdbdbe929f071,9842
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/comparator-10009/communities.csv,4b5548de2bd4d007fcb6c4910f1fb22e370571e0d16bbd9d9c72b8340b2e0b14,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/edge_removal-10009/communities.csv,5655576f75d731fb230df8ae59e27703c56103ccaf49d3bc28b5d6a27c12632e,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/stress/vocabulary_subsample-10009/communities.csv,083be95c811b6afb3f4c0357e7d0b59e045428061f24a86d01c46dae6a19a487,9842
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/sensitivity/resolution-increase/communities.csv,2f26684052ff9dd1703d49d9fb00e678462a2c38e91d432d46a9e3452f736c0c,10936
results/leiden-v2/study-2026-09-25/screening/candidates/6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15/sensitivity/resolution-decrease/communities.csv,cc0cdce27bd4feddf32a10103080cb5e3db780d2483b4fef2196dd1d9b4c8086,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/seed-42/communities.csv,ed770ad7bcc9708e1fa95eb8b95c4523f0c3df7aba4b0902402aec9a6c70ef37,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/seed-43/communities.csv,bad9df84f57483f45bfe3be03463121ec344e1c81cb3595acbc3dfc53dd13349,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/seed-44/communities.csv,645d651f3ca4a73438c209471b27cdce54e15c3a75f6cf2309157b6b3b07ca87,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/comparator-10000/communities.csv,8a6b83c2f423af70d9844e2c177c5f9c06e04851614e17de2d3351f6fe3f83f4,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/edge_removal-10000/communities.csv,243c5950b075317e1563acc20678f1ecf459bd881b8ef0f51f4d339f5962cba7,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/vocabulary_subsample-10000/communities.csv,4c8e162b2828e8d42c6c0445c42450dbfee21f605a4a62a9e71651ac79eb9ce0,9842
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/comparator-10001/communities.csv,f9b65b17836584eb9b892e614498ec5f1b172a3fe3f6d3b69cb160a1227f6144,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/edge_removal-10001/communities.csv,fe085766a16937e037455a82dc91ec535b474e6c9ecb108c703daf0e086e7c8d,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/vocabulary_subsample-10001/communities.csv,d62ee58247cb7af4e1162b6ce5cbf00d231d12f607e24b2d965c06541d5280e0,9842
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/comparator-10002/communities.csv,a20392e12650101b82bc4e7dbe0d4e11c9cceb02ded3a1d777a5347096a98d99,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/edge_removal-10002/communities.csv,90d919743dc3e7510a21f98ab613469850faa887a9de1b84067b1e2584e99f47,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/vocabulary_subsample-10002/communities.csv,22f8b0d071c1659c12db4d94247b9afa2e3c4867d556caecd83083ae1936df3c,9842
